"task"	"profile"	"context"	"memory_uid"	"fixture_id"	"locator"	"audiences"	"verified"	"impact_en"	"impact_ko"
"1"	"task-1"	"participant/construction-updates/building-access"	"8b077f2a-6a9f-50f0-ae91-f6536fb226cb"	"T1-U-001"	"construction-updates/building-access/01"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/building-access"	"56c34a24-0954-5c64-9fd4-880995e6e53c"	"T1-U-003"	"construction-updates/building-access/03-hours"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/building-access"	"84a45a62-09c7-5187-8fa6-ff7063f9e8d0"	"T1-U-068"	"construction-updates/building-access/03-ramp"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/building-access"	"89e6f853-8c98-51ba-98cc-ad5c84580a53"	"T1-U-069"	"construction-updates/building-access/03-temp-route"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/building-access"	"f9d7eb4e-221f-5b5f-a237-213a31e04093"	"T1-U-004"	"construction-updates/building-access/04"	"[""student"", ""staff""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/building-access"	"f1b7843e-2c8a-5434-94a4-1383534abb3a"	"T1-U-006"	"construction-updates/building-access/06-staff-entrance"	"[""staff"", ""construction-facilities""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/building-access"	"be002fc9-b9e0-5d73-9c15-622c0688c73c"	"T1-U-048"	"construction-updates/building-access/08-explain-access"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/building-access"	"2d8e8c75-1dad-5dbc-9eaa-04cd522410f0"	"T1-U-049"	"construction-updates/building-access/09"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/building-access"	"50fb8bfa-2764-5b4f-a83c-80bf2d3a73d0"	"T1-U-050"	"construction-updates/building-access/10"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/building-access"	"ebc1d272-2f9a-5b2e-a5a4-6c0539f46527"	"T1-U-061"	"construction-updates/building-access/11-proactive-warning"	"[""student""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/building-access"	"31f5b67b-40f8-5690-b772-b329ce50e443"	"T1-U-062"	"construction-updates/building-access/om-tour-leader-route-expectation"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/event-relocations"	"3fcfa405-cf3d-500e-810b-28ddc81fefca"	"T1-U-008"	"construction-updates/event-relocations/01-viewing"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/event-relocations"	"1754ab18-13ca-5e07-a40c-eb12e45dcd1e"	"T1-U-009"	"construction-updates/event-relocations/02-reservations"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/event-relocations"	"686d630d-defe-5aa1-a28d-470b3ebb9059"	"T1-U-076"	"construction-updates/event-relocations/02-east-auditorium"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/event-relocations"	"967fc4ad-d6e6-5f2c-b3e0-973f163f9a9a"	"T1-U-077"	"construction-updates/event-relocations/02-engineering-room"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/event-relocations"	"9d4a1560-5a6d-5c3f-8414-a56f1acc7f18"	"T1-U-010"	"construction-updates/event-relocations/03"	"[""all""]"	"null"	""	""
"1"	"task-1"	"participant/construction-updates/event-relocations"	"2587dbb3-dc02-5e13-b1de-9d704c7a706a"	"T1-U-051"	"construction-updates/event-relocations/04-compare-venues"	"[""all""]"	"null"	""	""
